Kanopy,"Kanopy is the Netflix of higher education, providing institutions with the technology and services to meet all their online video needs."
Kard,Kard uses an NFC-enabled business card and app to make connecting with others and networking easier.
KARL,KARL delivers personalized dates to couples based on budget and interests so they can focus less on planning and more on their loved one.
Kartis,"Kartis is a web platform that utilizes mapping and social networks to overcome barriers to nonprofit collaboration. Leveraging nonprofit volunteer activity, our real-time map of the ..."
Karuna Health,Karuna collects and analyzes novel health outcome data to improve transparency and accelerate the shift towards value-based care.
Karv,"Instantly save articles/podcasts/videos and share them in private threads. Add highlights, comments, images, and multimedia notes on top."
Keepspace,Keepspace is an online social journaling application helping people live in the moment and remember the novelty of every day. The app stems from the idea that we should be mindful and ...
Keyturn,The first and only fully-connected marketplace for the construction supply chain.
Khel Planet,Khel Planet designs & publishes life skills games for children in regional context & languages to create fun and self-motivated learning!
Khushi Baby,"We are building a health system around a physical, digital health record that travels with patients."
KickSporter,"KickSporter is the next generation of e-commerce solution specially designed for professional sports clubs. Thanks to the integration of social media and crowdfunding tools, KickSporter ..."
kidMED,"kidMED provides provides parents/providers with accurate health data through an app, tracking daily activities."
Kika Mobile,"Mobile health platform for data collection & storage at health facilities to aid research, intervention, and policy formulation in Africa."
Kimono Metrics,Kimono helps your company outperform by providing sales and marketing benchmarks that show how your competitors go to market.
Kin: Baby Growth and Health Tracker & Network,"App for parents that tracks everything- breastfeeding,sleep,diaper,growth,medical,”firsts”+ a social network for parents"
Kindly Club,Website/app that tracks chain of good deeds and encourages people to seek ways to help others
Kinnos,Highlight enhances pathogen disinfection by colorizing disinfectants blue for visibility and fading to clear when done.
Kisaan Saraal,"Kisaan Saral helps farmers in India access more profitable markets through aggregation, refrigeration, transportation and direct-marketing."
Kismet Denim,"Feel-good premium jeans for women aged 30-50. Sophisticated, flattering, Fair Trade/Organic. International handmade embroidery and fabric."
Kiwiki,Lending/borrowing/selling swap site.
Kiwio,Kiwio is an online platform that simplifies financial metric and capable management for startups.
Klara,Klara is the first-of-its-kind platform to educate parents about mental health literacy.
Klarity (Intelligent Associate),Intelligent Associate is rapidly accelerating contract review for law firms using artificial intelligence.
